text,sentiment,sentiment_num,Date,Price,Price_MA,Sentiment_MA,price_smooth,sentiment_smooth
Gold prices are falling because of interest rate changes,negative,-1,2022-12-02,1701.9255552295629,1697.138362532491,0.2,1697.138362532491,0.2
Investors are worried about gold due to economic uncertainty,negative,-1,2022-12-03,1704.5725053779713,1697.675964558422,0.0,1697.675964558422,0.0
Gold is gaining value as market volatility improves,positive,1,2022-12-04,1704.9766795212183,1698.5073397620367,0.2,1698.5073397620367,0.2
Selling pressure reduces gold value because of global tensions,negative,-1,2022-12-05,1701.488052057462,1699.2597484096532,0.0,1699.2597484096532,0.0
Gold market shows little change amid stock market fluctuations,neutral,0,2022-12-06,1709.751430913121,1700.548838845703,-0.1,1700.548838845703,-0.1
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-12-07,1700.1740804371043,1701.6137689899558,0.0,1701.6137689899558,0.0
Gold is gaining value as interest rate changes improves,positive,1,2022-12-08,1700.7663187757487,1702.383147954491,0.2,1702.383147954491,0.2
Gold demand is decreasing amid weak currency,negative,-1,2022-12-09,1691.7691758080318,1702.0767726543938,0.1,1702.0767726543938,0.1
Gold market shows little change amid weak currency,neutral,0,2022-12-10,1690.9532848668705,1700.91609883909,0.0,1700.91609883909,0.0
Gold demand is decreasing amid stock market fluctuations,negative,-1,2022-12-11,1692.5421565040351,1699.8919239491129,-0.2,1699.8919239491129,-0.2
Gold is trading sideways due to market volatility,neutral,0,2022-12-12,1694.3369641592262,1699.133064842079,-0.1,1699.133064842079,-0.1
Gold demand is increasing amid geopolitical risks,positive,1,2022-12-13,1701.4875515590334,1698.824569460185,0.1,1698.824569460185,0.1
Gold is trading sideways due to investor sentiment,neutral,0,2022-12-14,1708.622989188919,1699.1892004269553,0.0,1699.1892004269553,0.0
Selling pressure reduces gold value because of investor sentiment,negative,-1,2022-12-15,1709.1544611786762,1699.9558413390769,0.0,1699.9558413390769,0.0
No major movement in gold prices because of economic uncertainty,neutral,0,2022-12-16,1708.9762366167874,1699.8783219094432,0.0,1699.8783219094432,0.0
Gold demand is increasing amid weak currency,positive,1,2022-12-17,1711.5290175201933,1701.0138156177522,0.0,1701.0138156177522,0.0
Investors are optimistic about gold because of economic uncertainty,positive,1,2022-12-18,1709.019139556938,1701.8390976958713,0.0,1701.8390976958713,0.0
Gold is trading sideways due to investor sentiment,neutral,0,2022-12-19,1702.071186294375,1702.8692987445054,0.1,1702.8692987445054,0.1
Gold prices remain stable despite inflation,neutral,0,2022-12-20,1705.9586693433812,1704.3698371921564,0.1,1704.3698371921564,0.1
Gold prices remain stable despite geopolitical risks,neutral,0,2022-12-21,1709.9800220272984,1706.113623744483,0.2,1706.113623744483,0.2
Gold is gaining value as geopolitical risks improves,positive,1,2022-12-22,1718.0753884245205,1708.4874661710123,0.3,1708.4874661710123,0.3
Investors are worried about gold due to inflation,negative,-1,2022-12-23,1718.3597095781545,1710.1746819729244,0.1,1710.1746819729244,0.1
Selling pressure reduces gold value because of economic uncertainty,negative,-1,2022-12-24,1724.594187170072,1711.7718017710397,0.0,1711.7718017710397,0.0
Gold market weakens as weak currency declines,negative,-1,2022-12-25,1728.085271687695,1713.6648828219415,0.0,1713.6648828219415,0.0
Gold is trading sideways due to central bank policies,neutral,0,2022-12-26,1727.477731053957,1715.5150322656584,0.0,1715.5150322656584,0.0
Gold prices are rising due to central bank policies,positive,1,2022-12-27,1726.2510341850998,1716.987233932149,0.0,1716.987233932149,0.0
Gold prices are rising due to strong dollar,positive,1,2022-12-28,1732.894407409981,1719.3747607174532,0.0,1719.3747607174532,0.0
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-12-29,1727.3984987262047,1721.9074919606362,0.1,1721.9074919606362,0.1
Gold market shows little change amid geopolitical risks,neutral,0,2022-12-30,1724.3994264283813,1723.7515676691364,0.1,1723.7515676691364,0.1
Gold remains unchanged in light of weak currency,neutral,0,2022-12-31,1733.6463504090898,1726.1182005073156,0.1,1726.1182005073156,0.1
Gold market shows little change amid investor sentiment,neutral,0,2023-01-01,1736.5465825322633,1727.9653199180898,0.0,1727.9653199180898,0.0
Strong buying interest pushes gold higher due to strong dollar,positive,1,2023-01-02,1750.503825070591,1731.1797314673336,0.2,1731.1797314673336,0.2
Gold prices are falling because of market volatility,negative,-1,2023-01-03,1747.2641869617794,1733.446731446504,0.2,1733.446731446504,0.2
Selling pressure reduces gold value because of inflation,negative,-1,2023-01-04,1747.71564157381,1735.4097684351157,0.2,1735.4097684351157,0.2
Investors are optimistic about gold because of global tensions,positive,1,2023-01-05,1756.8348111929822,1738.3454764490184,0.3,1738.3454764490184,0.3
Gold prices are rising due to stock market fluctuations,positive,1,2023-01-06,1756.3740931152574,1741.357782342034,0.3,1741.357782342034,0.3
No major movement in gold prices because of inflation,neutral,0,2023-01-07,1769.1629926806927,1744.984640869105,0.2,1744.984640869105,0.2
No major movement in gold prices because of economic uncertainty,neutral,0,2023-01-08,1774.973042086325,1749.7420952051173,0.1,1749.7420952051173,0.1
Gold market shows little change amid interest rate changes,neutral,0,2023-01-09,1775.5157027914615,1754.853722841425,0.1,1754.853722841425,0.1
Gold prices remain stable despite interest rate changes,neutral,0,2023-01-10,1778.5840002892023,1759.3474878294364,0.1,1759.3474878294364,0.1
Selling pressure reduces gold value because of central bank policies,negative,-1,2023-01-11,1782.1131620604745,1763.9041457822575,0.0,1763.9041457822575,0.0
Gold market weakens as investor sentiment declines,negative,-1,2023-01-12,1776.690981198086,1766.522861395007,-0.2,1766.522861395007,-0.2
Gold is gaining value as geopolitical risks improves,positive,1,2023-01-13,1778.486490834192,1769.6450917822483,0.0,1769.6450917822483,0.0
Gold prices remain stable despite inflation,neutral,0,2023-01-14,1782.800731572671,1773.1536007821346,0.1,1773.1536007821346,0.1
Gold demand is increasing amid investor sentiment,positive,1,2023-01-15,1787.9598784658283,1776.266107509419,0.1,1776.266107509419,0.1
Strong buying interest pushes gold higher due to market volatility,positive,1,2023-01-16,1790.0521672845975,1779.633914926353,0.1,1779.633914926353,0.1
Gold demand is decreasing amid weak currency,negative,-1,2023-01-17,1784.6637028292305,1781.1839859412066,0.0,1781.1839859412066,0.0
Gold market weakens as weak currency declines,negative,-1,2023-01-18,1785.4347568268088,1782.2301574152552,-0.1,1782.2301574152552,-0.1
Selling pressure reduces gold value because of global tensions,negative,-1,2023-01-19,1785.358650759029,1783.214452212012,-0.2,1783.214452212012,-0.2
Strong buying interest pushes gold higher due to investor sentiment,positive,1,2023-01-20,1787.128338135637,1784.0688859966554,-0.1,1784.0688859966554,-0.1
Gold is trading sideways due to geopolitical risks,neutral,0,2023-01-21,1790.87930959709,1784.945500750317,0.0,1784.945500750317,0.0
Gold demand is decreasing amid geopolitical risks,negative,-1,2023-01-22,1790.6203011401708,1786.3384327445256,0.0,1786.3384327445256,0.0
Investors are worried about gold due to strong dollar,negative,-1,2023-01-23,1792.5024984317909,1787.7400335042853,-0.2,1787.7400335042853,-0.2
No major movement in gold prices because of economic uncertainty,neutral,0,2023-01-24,1801.79720202649,1789.6396805496672,-0.2,1789.6396805496672,-0.2
Gold is trading sideways due to investor sentiment,neutral,0,2023-01-25,1812.8696840618288,1792.1306611092673,-0.3,1792.1306611092673,-0.3
Gold demand is increasing amid interest rate changes,positive,1,2023-01-26,1804.8816075584364,1793.613605136651,-0.3,1793.613605136651,-0.3
Gold demand is decreasing amid strong dollar,negative,-1,2023-01-27,1794.1758865847526,1794.5648235122032,-0.3,1794.5648235122032,-0.3
Investors are worried about gold due to market volatility,negative,-1,2023-01-28,1787.4924112305248,1794.770588952575,-0.3,1794.770588952575,-0.3
Gold demand is decreasing amid interest rate changes,negative,-1,2023-01-29,1788.4543672189338,1795.0801605985655,-0.3,1795.0801605985655,-0.3
Gold prices are rising due to geopolitical risks,positive,1,2023-01-30,1785.831184259181,1794.95044521092,-0.3,1794.95044521092,-0.3
Gold is trading sideways due to global tensions,neutral,0,2023-01-31,1785.719649259253,1794.434479177136,-0.3,1794.434479177136,-0.3
Gold market shows little change amid inflation,neutral,0,2023-02-01,1789.0559590335167,1794.2780449664708,-0.2,1794.2780449664708,-0.2
Gold market shows little change amid economic uncertainty,neutral,0,2023-02-02,1793.902690318655,1794.418064155157,-0.1,1794.418064155157,-0.1
Gold demand is decreasing amid market volatility,negative,-1,2023-02-03,1793.8408703086784,1793.622430983376,-0.2,1793.622430983376,-0.2
No major movement in gold prices because of stock market fluctuations,neutral,0,2023-02-04,1800.0902595830837,1792.3444885355016,-0.2,1792.3444885355016,-0.2
Selling pressure reduces gold value because of stock market fluctuations,negative,-1,2023-02-05,1799.7407868287114,1791.8304064625288,-0.4,1791.8304064625288,-0.4
Gold prices remain stable despite central bank policies,neutral,0,2023-02-06,1804.9948501266515,1792.912302816719,-0.3,1792.912302816719,-0.3
Gold market shows little change amid weak currency,neutral,0,2023-02-07,1806.758151771014,1794.8388768707678,-0.2,1794.8388768707678,-0.2
Gold market shows little change amid global tensions,neutral,0,2023-02-08,1807.5015064803265,1796.7435907969073,-0.1,1796.7435907969073,-0.1
Gold remains unchanged in light of investor sentiment,neutral,0,2023-02-09,1805.382842403696,1798.6987566113585,-0.2,1798.6987566113585,-0.2
No major movement in gold prices because of market volatility,neutral,0,2023-02-10,1803.709641870548,1800.497755872488,-0.2,1800.497755872488,-0.2
Gold is gaining value as central bank policies improves,positive,1,2023-02-11,1810.5777101626936,1802.6499309854053,-0.1,1802.6499309854053,-0.1
No major movement in gold prices because of interest rate changes,neutral,0,2023-02-12,1814.2381487073767,1804.6834768242784,-0.1,1804.6834768242784,-0.1
Gold demand is increasing amid central bank policies,positive,1,2023-02-13,1818.7682404682528,1807.1762138402355,0.1,1807.1762138402355,0.1
No major movement in gold prices because of interest rate changes,neutral,0,2023-02-14,1818.0554165709227,1808.97272953902,0.1,1808.97272953902,0.1
Gold is gaining value as global tensions improves,positive,1,2023-02-15,1813.5885331747668,1810.357504173625,0.3,1810.357504173625,0.3
Investors are worried about gold due to global tensions,negative,-1,2023-02-16,1814.086259655572,1811.266645126517,0.2,1811.266645126517,0.2
Gold demand is decreasing amid interest rate changes,negative,-1,2023-02-17,1809.589512131531,1811.5497811625687,0.1,1811.5497811625687,0.1
Gold demand is decreasing amid inflation,negative,-1,2023-02-18,1814.6712970664885,1812.2667602211848,0.0,1812.2667602211848,0.0
Gold remains unchanged in light of economic uncertainty,neutral,0,2023-02-19,1812.3153189642487,1812.96000787724,0.0,1812.96000787724,0.0
Strong buying interest pushes gold higher due to geopolitical risks,positive,1,2023-02-20,1807.4762885725088,1813.3366725474364,0.1,1813.3366725474364,0.1
Selling pressure reduces gold value because of geopolitical risks,negative,-1,2023-02-21,1804.9739238825791,1812.7762939194247,-0.1,1812.7762939194247,-0.1
Gold demand is decreasing amid interest rate changes,negative,-1,2023-02-22,1805.1742083289728,1811.8698998815848,-0.2,1811.8698998815848,-0.2
Gold demand is decreasing amid stock market fluctuations,negative,-1,2023-02-23,1806.6714314662809,1810.660218981387,-0.4,1810.660218981387,-0.4
Gold demand is decreasing amid geopolitical risks,negative,-1,2023-02-24,1804.8964926441736,1809.344326588712,-0.5,1809.344326588712,-0.5
Gold market weakens as market volatility declines,negative,-1,2023-02-25,1803.26450096438,1808.3119233676728,-0.7,1808.3119233676728,-0.7
Selling pressure reduces gold value because of investor sentiment,negative,-1,2023-02-26,1802.7705306667744,1807.1803504687937,-0.7,1807.1803504687937,-0.7
Gold demand is increasing amid central bank policies,positive,1,2023-02-27,1799.2165580205435,1806.1430550576952,-0.5,1806.1430550576952,-0.5
Investors are optimistic about gold because of weak currency,positive,1,2023-02-28,1795.5660327756536,1804.232528628612,-0.3,1804.232528628612,-0.3
No major movement in gold prices because of geopolitical risks,neutral,0,2023-03-01,1797.0641584379168,1802.7074125759784,-0.3,1802.7074125759784,-0.3
Selling pressure reduces gold value because of market volatility,negative,-1,2023-03-02,1794.9555274891638,1801.455336467644,-0.5,1801.455336467644,-0.5
Gold demand is decreasing amid geopolitical risks,negative,-1,2023-03-03,1790.8596140141483,1800.0439054808007,-0.5,1800.0439054808007,-0.5
Investors are optimistic about gold because of market volatility,positive,1,2023-03-04,1793.9727378673688,1798.9237584346404,-0.3,1798.9237584346404,-0.3
Investors are optimistic about gold because of investor sentiment,positive,1,2023-03-05,1790.7118592416032,1797.3278012121723,-0.1,1797.3278012121723,-0.1
Strong buying interest pushes gold higher due to weak currency,positive,1,2023-03-06,1787.9176212912566,1795.629914076881,0.1,1795.629914076881,0.1
Gold prices are falling because of global tensions,negative,-1,2023-03-07,1784.522011501745,1793.7556651306174,0.1,1793.7556651306174,0.1
Strong buying interest pushes gold higher due to interest rate changes,positive,1,2023-03-08,1794.5373198809782,1792.9323440520377,0.3,1792.9323440520377,0.3
Gold prices remain stable despite inflation,neutral,0,2023-03-09,1803.850877164188,1793.3957759664022,0.2,1793.3957759664022,0.2
Gold prices are falling because of inflation,negative,-1,2023-03-10,1809.9731764436624,1794.8364903332028,0.0,1794.8364903332028,0.0
Gold is trading sideways due to stock market fluctuations,neutral,0,2023-03-11,1807.5374358983045,1795.883818079242,0.0,1795.883818079242,0.0
Gold prices are rising due to economic uncertainty,positive,1,2023-03-12,1809.6686050976616,1797.3551258400917,0.2,1797.3551258400917,0.2
Gold prices are falling because of investor sentiment,negative,-1,2023-03-13,1811.9776279522573,1799.4669272339029,0.2,1799.4669272339029,0.2
Gold prices are rising due to strong dollar,positive,1,2023-03-14,1820.70885560685,1802.1405390078507,0.2,1802.1405390078507,0.2
Gold market shows little change amid central bank policies,neutral,0,2023-03-15,1820.6812521878087,1805.1374783024712,0.1,1805.1374783024712,0.1
Strong buying interest pushes gold higher due to global tensions,positive,1,2023-03-16,1812.8760171256213,1807.633317885908,0.1,1807.633317885908,0.1
Gold is gaining value as market volatility improves,positive,1,2023-03-17,1810.586448792408,1810.2397616149744,0.3,1810.2397616149744,0.3
Gold is gaining value as global tensions improves,positive,1,2023-03-18,1808.0221492058856,1811.588244547465,0.3,1811.588244547465,0.3
Gold is gaining value as central bank policies improves,positive,1,2023-03-19,1803.4866777384784,1811.5518246048937,0.4,1811.5518246048937,0.4
Gold demand is increasing amid economic uncertainty,positive,1,2023-03-20,1809.2892157342133,1811.4834285339489,0.6,1811.4834285339489,0.6
Gold market shows little change amid investor sentiment,neutral,0,2023-03-21,1807.514890562676,1811.481174000386,0.6,1811.481174000386,0.6
Strong buying interest pushes gold higher due to strong dollar,positive,1,2023-03-22,1821.1322640240392,1812.627539893024,0.6,1812.627539893024,0.6
Gold market weakens as global tensions declines,negative,-1,2023-03-23,1813.4631567880456,1812.7760927766024,0.6,1812.7760927766024,0.6
Investors are optimistic about gold because of investor sentiment,positive,1,2023-03-24,1821.646537437609,1812.8698609596788,0.6,1812.8698609596788,0.6
Strong buying interest pushes gold higher due to investor sentiment,positive,1,2023-03-25,1821.9307834157407,1812.9948140824715,0.7,1812.9948140824715,0.7
Gold prices are rising due to stock market fluctuations,positive,1,2023-03-26,1822.697367319461,1813.976949101856,0.7,1813.976949101856,0.7
Gold demand is increasing amid weak currency,positive,1,2023-03-27,1826.341166122395,1815.5524208348545,0.7,1815.5524208348545,0.7
Gold is gaining value as interest rate changes improves,positive,1,2023-03-28,1818.374718839868,1816.5876777982528,0.7,1816.5876777982528,0.7
Selling pressure reduces gold value because of interest rate changes,negative,-1,2023-03-29,1805.4904607850845,1816.788056102913,0.5,1816.788056102913,0.5
Selling pressure reduces gold value because of stock market fluctuations,negative,-1,2023-03-30,1807.2508022510085,1816.5842147545925,0.3,1816.5842147545925,0.3
Investors are worried about gold due to economic uncertainty,negative,-1,2023-03-31,1810.7370759136847,1816.9064332896933,0.2,1816.9064332896933,0.2
Investors are worried about gold due to strong dollar,negative,-1,2023-04-01,1817.239738661036,1816.517180753393,0.0,1816.517180753393,0.0
Selling pressure reduces gold value because of economic uncertainty,negative,-1,2023-04-02,1808.4501545241883,1816.0158805270075,0.0,1816.0158805270075,0.0
Investors are worried about gold due to strong dollar,negative,-1,2023-04-03,1815.203974052636,1815.3716241885104,-0.2,1815.3716241885104,-0.2
Investors are worried about gold due to investor sentiment,negative,-1,2023-04-04,1818.192630780144,1814.9978089249507,-0.4,1814.9978089249507,-0.4
Gold prices are falling because of inflation,negative,-1,2023-04-05,1821.7195271307496,1814.90002490608,-0.6,1814.90002490608,-0.6
Gold prices are rising due to market volatility,positive,1,2023-04-06,1816.070281637746,1813.8729364576143,-0.6,1813.8729364576143,-0.6
Strong buying interest pushes gold higher due to strong dollar,positive,1,2023-04-07,1819.624327042905,1813.9978972779184,-0.6,1813.9978972779184,-0.6
Gold prices are falling because of interest rate changes,negative,-1,2023-04-08,1816.235346210819,1815.072385820492,-0.6,1815.072385820492,-0.6
Selling pressure reduces gold value because of inflation,negative,-1,2023-04-09,1818.911624187508,1816.2384680141413,-0.6,1816.2384680141413,-0.6
Gold demand is increasing amid market volatility,positive,1,2023-04-10,1814.7993895580569,1816.644699378579,-0.4,1816.644699378579,-0.4
Gold is gaining value as global tensions improves,positive,1,2023-04-11,1816.4274799639115,1816.5634735088663,-0.2,1816.5634735088663,-0.2
Gold market shows little change amid strong dollar,neutral,0,2023-04-12,1815.0312112073736,1817.221579177185,-0.1,1817.221579177185,-0.1
Gold market shows little change amid investor sentiment,neutral,0,2023-04-13,1815.2467710462688,1817.2258588765485,0.0,1817.2258588765485,0.0
Gold demand is decreasing amid stock market fluctuations,negative,-1,2023-04-14,1819.6985770745705,1817.3764535059909,0.0,1817.3764535059909,0.0
